Product,Type,Date,Process_Size,TDP,Die_Size,Transistor,Freq,Foundry,Vendor,FP16,FP32,FP64
NVIDIA GeForce RTX 3050 Max-Q,GPU,01/01/2021,8,81.35998108,188.4404446,1929.922279,712,Samsung,NVIDIA,4329,4329,67.65
NVIDIA GeForce G100 OEM,GPU,03/10/2009,65,35,86,210,540,TSMC,NVIDIA,,20.8,
AMD Radeon R7 360,GPU,6/18/2015,28,100,160,2080,1000,TSMC,AMD,,1613,100.8
AMD Radeon R7 M260DX,GPU,10/12/2014,28,81.35998108,125,1550,925,TSMC,AMD,721.9,721.9,45.12
Intel HD Graphics 4200,GPU,09/02/2013,22,4,188.4404446,1929.922279,200,Intel,Intel,,272,68
NVIDIA GeForce 6200 PCI,GPU,1/16/2008,110,81.35998108,110,75,280,TSMC,NVIDIA,,,
NVIDIA GeForce MX250,GPU,2/21/2019,14,25,74,1800,1519,Samsung,NVIDIA,18.98,1215,37.97
NVIDIA GeForce4 MX 4000 Rev. 2,GPU,12/14/2003,150,81.35998108,65,29,250,TSMC,NVIDIA,,,
NVIDIA GeForce Go 6400,GPU,02/01/2006,110,81.35998108,110,75,400,TSMC,NVIDIA,,,
NVIDIA Quadro K2100M,GPU,7/23/2013,28,55,221,2540,667,TSMC,NVIDIA,,768.4,32.02
NVIDIA GeForce 945M,GPU,04/08/2016,28,23,188.4404446,1929.922279,1006,TSMC,NVIDIA,,913.2,28.54
NVIDIA GeForce 6800,GPU,11/08/2004,130,81.35998108,225,222,325,TSMC,NVIDIA,,,
NVIDIA Quadro FX 1800M,GPU,6/15/2009,40,45,144,727,561,TSMC,NVIDIA,,162,
NVIDIA Tesla K40st,GPU,11/22/2013,28,245,561,7080,575,TSMC,NVIDIA,,3312,1104
XGI Volari V5 Ultra,GPU,9/15/2003,130,81.35998108,188.4404446,90,350,UMC,Other,,,
NVIDIA RTX A4000,GPU,04/12/2021,8,140,392,17400,735,Samsung,NVIDIA,19170,19170,599
NVIDIA GeForce GT 130M,GPU,01/08/2009,55,23,121,314,600,TSMC,NVIDIA,,96,
AMD Radeon Vega 11 Embedded,GPU,2/13/2018,14,35,210,4940,300,GF,AMD,3664,1832,114.5
NVIDIA GeForce FX 5900 ZT,GPU,05/12/2003,130,81.35998108,207,135,325,TSMC,NVIDIA,,,
NVIDIA GeForce RTX 3070 Ti,GPU,01/01/2021,8,200,392,17400,1575,Samsung,NVIDIA,21750,21750,339.8
Intel GMA 3100,GPU,05/09/2007,90,13,188.4404446,1929.922279,400,Intel,Intel,,,
NVIDIA GeForce 8600 GT,GPU,4/17/2007,80,47,169,289,540,TSMC,NVIDIA,,76.16,
Intel Iris Pro Graphics P580,GPU,09/01/2015,14,15,188.4404446,1929.922279,350,Intel,Intel,2304,1152,288
ATI FireGL 9800 X2-256T,GPU,10/01/2003,150,81.35998108,218,117,412,TSMC,ATI,,,
NVIDIA GeForce 945A,GPU,3/13/2015,28,33,188.4404446,1929.922279,1006,TSMC,NVIDIA,,913.2,28.54
NVIDIA Quadro Plex 2200 S4,GPU,7/25/2008,55,600,470,1400,648,TSMC,NVIDIA,,622.1,77.76
ATI Mobility Radeon X2300,GPU,03/01/2007,80,81.35998108,100,107,479,UMC,ATI,,,
NVIDIA GeForce RTX 2080 Max-Q,GPU,1/29/2019,12,90,545,13600,735,TSMC,NVIDIA,12890,6447,201.5
AMD Radeon HD 7670 OEM,GPU,01/05/2012,40,66,118,716,800,TSMC,AMD,,768,
Matrox Millennium G550 PCIe,GPU,11/26/2001,180,81.35998108,188.4404446,10,125,UMC,Other,,,
AMD Radeon Pro 5700 XT,GPU,08/04/2020,7,130,251,10300,1243,TSMC,AMD,15350,7675,479.7
NVIDIA GeForce 7300 LE,GPU,3/22/2006,90,81.35998108,81,112,450,TSMC,NVIDIA,,,
ATI FirePro V9800,GPU,09/09/2010,40,250,334,2154,850,TSMC,ATI,,2720,544
AMD Radeon R5 435 OEM,GPU,6/30/2016,28,50,56,690,1030,TSMC,AMD,,659.2,41.2
NVIDIA Quadro RTX 4000,GPU,11/13/2018,12,160,545,13600,1005,TSMC,NVIDIA,14240,7119,222.5
NVIDIA GeForce 7950 GT AGP,GPU,04/02/2007,90,65,196,278,500,TSMC,NVIDIA,,,
Intel Iris Plus Graphics 640,GPU,01/03/2017,14,15,188.4404446,1929.922279,300,Intel,Intel,1690,844.8,211.2
ATI Radeon X800 XT,GPU,12/01/2004,130,54,289,160,500,TSMC,ATI,,,
AMD Radeon HD 6350,GPU,02/07/2011,40,19,59,292,650,TSMC,AMD,,104,
AMD Radeon HD 6870,GPU,10/21/2010,40,151,255,1700,900,TSMC,AMD,,2016,
Intel UHD Graphics 600,GPU,12/11/2017,14,5,188.4404446,1929.922279,200,Intel,Intel,249.6,124.8,31.2
ATI Radeon X1700 FSC,GPU,11/05/2007,80,44,131,330,587,TSMC,ATI,,,
NVIDIA GeForce 615,GPU,5/15/2012,40,49,116,585,660,TSMC,NVIDIA,,126.7,10.56
NVIDIA Switch GPU 16nm,GPU,8/16/2019,16,15,100,2000,384,TSMC,NVIDIA,786.4,393.2,12.29
ATI FireGL V3100,GPU,09/01/2004,110,81.35998108,74,107,391,TSMC,ATI,,,
AMD Radeon R9 M270X,GPU,02/05/2015,28,81.35998108,160,2080,900,TSMC,AMD,,1536,96
ATI Radeon X550 XTX,GPU,1/24/2007,110,81.35998108,156,120,400,TSMC,ATI,,,
AMD Radeon RX 560 896SP,GPU,07/04/2017,14,45,123,3000,1090,GF,AMD,2106,2106,131.6
AMD Radeon HD 8350G IGP,GPU,03/12/2013,32,35,246,1303,514,TSMC,AMD,,184.3,
ATI Radeon X300 LE,GPU,09/01/2004,110,81.35998108,74,107,325,TSMC,ATI,,,
AMD Radeon HD 8990 OEM,GPU,4/24/2013,28,375,365,4313,950,TSMC,AMD,,4096,1024
NVIDIA GeForce GTX 560 Ti X2,GPU,1/25/2011,40,170,332,1950,850,TSMC,NVIDIA,,1306,108.8
NVIDIA GeForce FX Go5200,GPU,03/01/2003,150,81.35998108,91,45,200,TSMC,NVIDIA,,,
AMD Radeon Pro 5700,GPU,08/04/2020,7,130,251,10300,1243,TSMC,AMD,12440,6221,388.8
AMD Radeon HD 8550G IGP,GPU,5/23/2013,32,35,246,1303,515,TSMC,AMD,,337.9,
NVIDIA GeForce 810M,GPU,3/21/2015,28,45,118,1270,835,TSMC,NVIDIA,,729.6,30.4
AMD Radeon HD 6550A,GPU,02/07/2011,40,35,104,627,550,TSMC,AMD,,528,
AMD Radeon HD 6530,GPU,5/14/2011,40,39,104,627,650,TSMC,AMD,,520,
ATI Radeon 9800 PRO,GPU,10/01/2003,150,47,218,117,380,TSMC,ATI,,,
AMD FirePro W4100,GPU,8/13/2014,28,50,123,1500,630,TSMC,AMD,,645.1,40.32
ATI Radeon X550 HyperMemory,GPU,07/01/2005,110,81.35998108,74,107,400,TSMC,ATI,,,
AMD Radeon RX Vega 11,GPU,02/12/2018,14,65,210,4940,300,GF,AMD,3492,1746,109.1
AMD Radeon RX 550 512SP,GPU,10/13/2017,14,50,123,3000,1019,GF,AMD,1097,1097,68.54
NVIDIA GeForce GTX 1080,GPU,5/27/2016,16,180,314,7200,1607,TSMC,NVIDIA,138.6,8873,277.3
AMD Radeon R9 M380,GPU,05/05/2015,28,81.35998108,160,2080,900,TSMC,AMD,,1536,96
ATI Mobility Radeon HD 2400 XT Mac Edition,GPU,6/28/2007,65,81.35998108,82,180,650,TSMC,ATI,,52,
AMD Radeon Pro WX 7100,GPU,11/10/2016,14,130,232,5700,1188,GF,AMD,5728,5728,358
NVIDIA GeForce GTX 760,GPU,6/25/2013,28,170,294,3540,980,TSMC,NVIDIA,,2378,99.07
NVIDIA GRID K160Q,GPU,6/28/2013,28,130,118,1270,850,TSMC,NVIDIA,,326.4,13.6
NVIDIA Tesla M2070,GPU,7/25/2011,40,225,529,3100,574,TSMC,NVIDIA,,1030,515.2
ATI Radeon E4690 PCIe,GPU,06/01/2009,55,30,146,514,600,TSMC,ATI,,384,
ATI Mobility Radeon HD 2400 XT,GPU,5/14/2007,65,81.35998108,82,180,600,TSMC,ATI,,48,
NVIDIA GeForce GTX TITAN BLACK,GPU,2/18/2014,28,250,561,7080,889,TSMC,NVIDIA,,5645,1882
ATI Radeon X1950 XT AGP,GPU,10/17/2006,90,96,352,384,625,TSMC,ATI,,,
AMD Radeon HD 7400G IGP,GPU,10/02/2012,32,17,246,1303,327,TSMC,AMD,,162.8,
NVIDIA Quadro P5000,GPU,10/01/2016,16,180,314,7200,1607,TSMC,NVIDIA,138.6,8873,277.3
NVIDIA GeForce GT 740 OEM,GPU,4/14/2015,28,65,221,2540,1050,TSMC,NVIDIA,,806.4,33.6
ATI Radeon X600,GPU,09/01/2004,110,36,74,107,400,TSMC,ATI,,,
AMD Radeon Pro W5300M,GPU,11/13/2019,7,85,158,6400,1000,TSMC,AMD,6400,3200,200
ATI Radeon X800 PRO,GPU,05/01/2004,130,48,289,160,475,TSMC,ATI,,,
Intel Xeon Phi 3120A,GPU,11/12/2012,22,300,350,5000,1100,Intel,Intel,,501.6,
AMD Radeon HD 7560D IGP,GPU,10/02/2012,32,65,246,1303,760,TSMC,AMD,,389.1,
NVIDIA GeForce 9400M G,GPU,10/15/2008,65,12,144,314,450,Unknown,NVIDIA,,35.2,
ATI Radeon 9500,GPU,03/01/2003,150,12,215,110,275,TSMC,ATI,,,
ATI Radeon Xpress 1200 Mobile IGP,GPU,2/28/2007,90,81.35998108,73,120,500,Unknown,ATI,,,
AMD Radeon R9 M265X,GPU,3/21/2014,28,81.35998108,123,1500,575,TSMC,AMD,,800,50
NVIDIA GeForce GTS 450 Rev. 3,GPU,07/11/2012,40,106,238,1170,783,TSMC,NVIDIA,,451,37.58
NVIDIA Quadro FX 4000,GPU,04/01/2004,130,142,287,222,375,TSMC,NVIDIA,,,
AMD Radeon R7 360 896SP,GPU,6/18/2015,28,85,160,2080,1100,TSMC,AMD,,1971,123.2
NVIDIA GeForce 8800 Ultra,GPU,05/02/2007,90,171,484,681,612,TSMC,NVIDIA,,387.1,
Matrox M9125 PCIe x16,GPU,NaT,90,81.35998108,188.4404446,1929.922279,250,UMC,Other,,,
AMD Radeon HD 7690M XT Rebrand,GPU,01/04/2012,40,25,104,716,725,TSMC,AMD,,696,
NVIDIA GeForce 8800 GTX,GPU,11/08/2006,90,155,484,681,576,TSMC,NVIDIA,,345.6,
NVIDIA GeForce 6800 GT DDL,GPU,4/14/2004,130,80,287,222,350,TSMC,NVIDIA,,,
ATI Radeon 9000 PRO Mac Edition,GPU,3/14/2004,150,28,97,36,275,TSMC,ATI,,,
Intel Iris Pro Graphics 580,GPU,09/01/2015,14,15,188.4404446,1929.922279,350,Intel,Intel,2189,1094,273.6
AMD Radeon Pro WX 4150 Mobile,GPU,03/01/2017,14,50,123,3000,1002,GF,AMD,1887,1887,117.9
AMD Radeon VII,GPU,02/07/2019,7,295,331,13230,1400,TSMC,AMD,26880,13440,3360
NVIDIA Quadro K1200,GPU,1/28/2015,28,45,148,1870,1058,TSMC,NVIDIA,,1151,35.97
AMD Radeon Pro V7350X2,GPU,NaT,14,200,232,5700,1188,GF,AMD,,5728,358
AMD Radeon R5 A335,GPU,10/21/2015,28,81.35998108,56,690,1070,TSMC,AMD,,684.8,
NVIDIA GeForce2 Go 200,GPU,02/06/2001,180,2,64,20,143,TSMC,NVIDIA,,,
Intel Xeon Phi 5120D,GPU,6/17/2013,22,245,350,5000,1053,Intel,Intel,,505.4,
ATI Mobility Radeon HD 4870 X2,GPU,01/09/2009,55,81.35998108,256,956,550,TSMC,ATI,,880,176
XGI Volari V5 Ultra,GPU,9/15/2003,130,81.35998108,188.4404446,90,350,UMC,Other,,,
NVIDIA GeForce 7050 SE + nForce 630a,GPU,02/01/2006,90,81.35998108,81,112,425,Unknown,NVIDIA,,,
NVIDIA GeForce GT 740,GPU,5/29/2014,28,64,118,1270,993,TSMC,NVIDIA,,762.6,31.78
NVIDIA Quadro K5000,GPU,8/17/2012,28,122,294,3540,706,TSMC,NVIDIA,,2169,90.37
NVIDIA GeForce MX150,GPU,5/17/2017,14,10,74,1800,937,Samsung,NVIDIA,12.46,797.2,24.91
NVIDIA GeForce 9200M,GPU,10/15/2008,65,12,144,314,450,Unknown,NVIDIA,,38.4,
ATI Mobility Radeon X1900,GPU,01/11/2007,80,81.35998108,230,384,400,TSMC,ATI,,,
AMD Radeon R7 360E,GPU,12/30/2015,28,75,160,2080,1050,TSMC,AMD,,1613,100.8
NVIDIA GeForce 6800 LE,GPU,1/16/2005,130,81.35998108,225,222,325,TSMC,NVIDIA,,,
AMD Radeon HD 6750,GPU,1/21/2011,40,86,166,1040,700,TSMC,AMD,,1008,
AMD Radeon R5 430 OEM,GPU,6/30/2016,28,50,77,950,730,TSMC,AMD,,599,37.44
AMD Radeon R9 260 OEM,GPU,12/21/2013,28,85,160,2080,1100,TSMC,AMD,,1971,123.2
NVIDIA GeForce 930M,GPU,3/13/2015,28,33,188.4404446,1929.922279,928,TSMC,NVIDIA,,722.7,22.58
NVIDIA GeForce FX 5600 XT,GPU,3/17/2003,130,81.35998108,121,80,235,TSMC,NVIDIA,,,
AMD Radeon Graphics 512SP,GPU,03/07/2020,7,15,156,9800,400,TSMC,AMD,3584,1792,112
NVIDIA Quadro K5100M,GPU,7/23/2013,28,100,294,3540,771,TSMC,NVIDIA,,2369,98.69
ATI Mobility Radeon X300 IGP,GPU,01/01/2005,110,81.35998108,74,107,300,Unknown,ATI,,,
AMD Radeon Pro 580,GPU,06/05/2017,14,185,232,5700,1100,GF,AMD,5530,5530,345.6
NVIDIA GeForce 310 OEM,GPU,11/27/2009,40,31,57,260,589,TSMC,NVIDIA,,44.86,
NVIDIA GeForce 940MX,GPU,6/28/2016,28,23,148,1870,795,TSMC,NVIDIA,,881.7,27.55
NVIDIA RTX A6000,GPU,10/05/2020,8,300,628,28300,1455,Samsung,NVIDIA,40000,40000,1250
Intel Iris Plus Graphics G4,GPU,5/29/2019,10,15,188.4404446,1929.922279,300,Intel,Intel,1613,806.4,201.6
ATI Mobility Radeon X2300 HD,GPU,03/01/2007,80,81.35998108,100,107,479,TSMC,ATI,,,
NVIDIA GeForce 8600 GTS Mac Edition,GPU,9/21/2007,80,75,169,289,675,TSMC,NVIDIA,,92.8,
NVIDIA GeForce 9500M G,GPU,06/03/2008,65,20,144,314,500,UMC,NVIDIA,,40,
ATI Radeon X800 SE,GPU,10/04/2004,130,81.35998108,289,160,425,TSMC,ATI,,,
AMD FirePro M4100,GPU,10/16/2013,28,81.35998108,77,950,670,TSMC,AMD,,514.6,32.16
AMD Radeon HD 7610M,GPU,01/07/2012,40,20,104,716,450,TSMC,AMD,,360,
NVIDIA GeForce Go 7400,GPU,02/01/2006,90,81.35998108,81,112,450,TSMC,NVIDIA,,,
ATI Mobility Radeon X1600,GPU,02/01/2006,90,81.35998108,150,157,450,TSMC,ATI,,,
ATI FirePro V8750,GPU,7/28/2008,55,151,256,956,750,TSMC,ATI,,1200,240
NVIDIA Tesla C2050,GPU,7/25/2011,40,238,529,3100,574,TSMC,NVIDIA,,1028,513.9
AMD Radeon HD 7350 OEM PCI,GPU,01/05/2012,40,19,59,292,650,TSMC,AMD,,104,
AMD Radeon RX 470 Mobile,GPU,08/04/2016,14,85,232,5700,926,GF,AMD,4399,4399,274.9
AMD Radeon HD 6770 Green Edition,GPU,4/19/2013,40,86,166,1040,700,TSMC,AMD,,1008,
NVIDIA Quadro P620 Mobile,GPU,02/01/2018,14,40,132,3300,1177,Samsung,NVIDIA,23.09,1478,46.18
NVIDIA GeForce 8800 GTS 512,GPU,12/11/2007,65,135,324,754,650,TSMC,NVIDIA,,416,
AMD Radeon HD 8510G IGP,GPU,5/23/2013,32,35,246,1303,554,TSMC,AMD,,425.5,
NVIDIA Quadro M3000M,GPU,8/18/2015,28,75,398,5200,1050,TSMC,NVIDIA,,2150,67.2
NVIDIA Tesla S1075,GPU,06/01/2008,55,800,470,1400,610,TSMC,NVIDIA,,622.1,77.76
NVIDIA GeForce FX Go5200 NPB 32M,GPU,03/01/2003,150,81.35998108,91,45,200,TSMC,NVIDIA,,,
NVIDIA Quadro K5200,GPU,7/22/2014,28,150,561,7080,667,TSMC,NVIDIA,,3553,1184
NVIDIA GeForce 710A,GPU,3/21/2015,28,45,118,1270,810,TSMC,NVIDIA,,622.1,25.92
AMD Radeon E9260 PCIe,GPU,9/27/2016,14,80,123,3000,1090,GF,AMD,2150,2150,134.4
NVIDIA GeForce 8300,GPU,4/17/2007,80,40,127,210,500,Unknown,NVIDIA,,48,
ATI Radeon X1650 XT,GPU,10/30/2006,80,55,230,330,525,TSMC,ATI,,,
NVIDIA GeForce 6600 AGP,GPU,08/12/2004,110,81.35998108,154,146,300,TSMC,NVIDIA,,,
NVIDIA GeForce 710A,GPU,3/17/2014,28,15,87,1020,719,TSMC,NVIDIA,,276.1,11.5
ATI Mobility Radeon X600,GPU,06/01/2004,130,81.35998108,92,75,400,TSMC,ATI,,,
Intel UHD Graphics,GPU,8/21/2019,14,15,188.4404446,1929.922279,300,Intel,Intel,768,384,96
NVIDIA Quadro FX 5600 Mac Edition,GPU,03/05/2007,90,171,484,681,600,TSMC,NVIDIA,,368.6,
ATI Radeon X1050 AGP,GPU,11/25/2007,130,24,76,60,250,TSMC,ATI,,,
AMD FireStream 9170,GPU,11/08/2007,55,105,192,666,800,TSMC,AMD,,512,102.4
NVIDIA GeForce GTX 960 OEM,GPU,11/26/2015,28,81.35998108,228,2940,1176,TSMC,NVIDIA,,2460,76.86
ATI Radeon HD 2600 XT X2,GPU,7/26/2007,65,81.35998108,153,390,800,TSMC,ATI,,192,
NVIDIA GRID RTX T10-8,GPU,NaT,12,260,754,18600,1065,TSMC,NVIDIA,25710,12860,401.8
NVIDIA GeForce GTX 1050 Mobile,GPU,01/03/2017,14,75,132,3300,1354,Samsung,NVIDIA,29.86,1911,59.72
NVIDIA GeForce RTX 3080 Max-Q,GPU,01/12/2021,8,80,392,17400,780,Samsung,NVIDIA,15300,15300,239
NVIDIA GeForce GTX 1650 Max-Q,GPU,4/15/2020,12,50,200,4700,930,TSMC,NVIDIA,4608,2304,72
Intel HD Graphics 3000,GPU,02/01/2011,32,81.35998108,149,624,350,Intel,Intel,,192,
ATI Mobility Radeon HD 2400,GPU,5/14/2007,65,81.35998108,85,180,450,TSMC,ATI,,36,
NVIDIA GeForce GT 525M,GPU,01/05/2011,40,23,116,585,600,TSMC,NVIDIA,,230.4,19.2
Sony Playstation 2 GPU 90nm,GPU,5/26/2005,90,45,86,54,147,Sony,Other,,,
AMD Radeon HD 7660D IGP,GPU,10/02/2012,32,100,246,1303,760,TSMC,AMD,,583.7,
NVIDIA GeForce GT 610 PCI,GPU,04/02/2012,40,29,79,292,810,TSMC,NVIDIA,,155.5,12.96
ATI Radeon HD 3850 AGP,GPU,01/03/2008,55,75,192,666,668,TSMC,ATI,,427.5,85.5
NVIDIA GeForce GTX 750 GM206,GPU,11/17/2015,28,81.35998108,228,2940,1087,TSMC,NVIDIA,,1269,39.65
ATI FirePro V5700,GPU,08/08/2008,55,56,146,514,700,TSMC,ATI,,448,
ATI Mobility FireGL V5725,GPU,01/01/2009,55,81.35998108,135,378,680,TSMC,ATI,,163.2,
Intel Iris Pro Graphics P580,GPU,09/01/2015,14,15,188.4404446,1929.922279,350,Intel,Intel,2419,1210,302.4
Intel UHD Graphics,GPU,01/01/2021,14,15,188.4404446,1929.922279,300,Intel,Intel,460.8,230.4,57.6
NVIDIA GeForce GTX 680MX Mac Edition,GPU,10/23/2012,28,122,294,3540,719,TSMC,NVIDIA,,2209,92.03
ATI All-In-Wonder Radeon 7500 VE,GPU,4/16/2002,150,81.35998108,83,60,260,TSMC,ATI,,,
NVIDIA GRID A100A,GPU,5/14/2020,7,400,826,54200,900,TSMC,NVIDIA,55570,13890,6947
NVIDIA GeForce RTX 2070 Max-Q,GPU,1/29/2019,12,90,445,10800,885,TSMC,NVIDIA,10920,5460,170.6
ATI Radeon HD 4350,GPU,9/30/2008,55,20,73,242,600,TSMC,ATI,,96,
3dfx Voodoo4-2 4200 PCI 16 MB,GPU,NaT,180,15,112,14,166,TSMC,Other,,,
AMD Radeon HD 6570 OEM,GPU,02/07/2011,40,44,118,716,650,TSMC,AMD,,624,
NVIDIA GeForce4 MX 440-SE,GPU,02/06/2002,150,81.35998108,65,29,250,TSMC,NVIDIA,,,
AMD Radeon R7 240 OEM,GPU,11/01/2013,28,50,77,950,730,TSMC,AMD,,499.2,31.2
ATI FireGL V7350,GPU,10/01/2005,90,111,288,321,600,TSMC,ATI,,,
ATI Radeon HD 5870 Eyefinity 6,GPU,03/11/2010,40,228,334,2154,850,TSMC,ATI,,2720,544
NVIDIA GeForce2 MX DH Pro TV,GPU,6/28/2000,180,81.35998108,64,20,175,TSMC,NVIDIA,,,
AMD FirePro D700,GPU,1/18/2014,28,274,352,4313,850,TSMC,AMD,,3482,870.4
NVIDIA GeForce 9100M G mGPU Intel,GPU,7/29/2008,65,12,144,314,450,Unknown,Intel,,17.6,
ATI Radeon 9600,GPU,10/01/2003,130,12,76,60,324,TSMC,ATI,,,
NVIDIA GeForce GTX 260M,GPU,03/03/2009,65,65,324,754,550,TSMC,NVIDIA,,308,
AMD Radeon 550X 640SP,GPU,04/11/2018,14,50,103,2200,1019,GF,AMD,1371,1371,85.68
AMD Radeon R9 M470,GPU,5/15/2016,28,81.35998108,160,2080,900,TSMC,AMD,,1536,96
Intel Aubrey Isle,GPU,5/31/2010,45,300,684,2300,1200,Intel,Intel,,614.4,
ATI Radeon HD 3570,GPU,07/05/2010,55,30,67,181,796,TSMC,ATI,,63.68,
AMD Radeon E9174 MXM,GPU,10/03/2017,14,50,103,2200,1124,GF,AMD,1248,1248,78.02
NVIDIA GeForce 9700M GT,GPU,7/29/2008,65,45,144,314,625,UMC,NVIDIA,,99.2,
AMD Radeon RX 6600,GPU,NaT,7,150,236,1929.922279,1489,TSMC,AMD,17920,8960,560
ATI Radeon HD 2900 XTX,GPU,NaT,80,240,420,720,743,TSMC,ATI,,475.5,
AMD Radeon Pro 5500 XT,GPU,08/04/2020,7,125,158,6400,1187,TSMC,AMD,10800,5398,337.3
AMD Radeon RX 480 Mobile,GPU,08/04/2016,14,100,232,5700,1000,GF,AMD,4963,4963,310.2
ATI Mobility Radeon 9600,GPU,06/01/2004,130,81.35998108,92,76,300,TSMC,ATI,,,
ATI Radeon HD 5450 PCI,GPU,02/04/2010,40,19,59,292,650,TSMC,ATI,,104,
Intel UHD Graphics G7,GPU,5/28/2020,10,15,188.4404446,1929.922279,200,Intel,Intel,1024,512,128
NVIDIA GeForce GTX 980M,GPU,10/07/2014,28,81.35998108,398,5200,540,TSMC,NVIDIA,,1659,51.84
ATI Radeon X850 XT Platinum,GPU,12/21/2004,130,67,297,160,540,TSMC,ATI,,,
NVIDIA GeForce GT 330M Mac Edition,GPU,4/26/2010,40,23,100,486,500,TSMC,NVIDIA,,105.6,
ATI FirePro RG220,GPU,05/01/2008,55,35,73,242,500,TSMC,ATI,,80,
NVIDIA GeForce2 MX,GPU,6/28/2000,180,81.35998108,64,20,175,TSMC,NVIDIA,,,
ATI Radeon X1950 CrossFire Edition,GPU,09/10/2006,90,81.35998108,352,384,650,TSMC,ATI,,,
NVIDIA TITAN V,GPU,12/07/2017,12,250,815,21100,1200,TSMC,NVIDIA,29800,14900,7450
NVIDIA GeForce GTS 150 OEM,GPU,03/10/2009,65,141,324,754,738,TSMC,NVIDIA,,470,
ATI Radeon HD 2400 XT,GPU,6/28/2007,65,25,85,180,650,TSMC,ATI,,52,
NVIDIA GeForce RTX 2070,GPU,10/17/2018,12,175,445,10800,1410,TSMC,NVIDIA,14930,7465,233.3
NVIDIA GeForce GTX 780 Rev. 2,GPU,09/10/2013,28,250,561,7080,863,TSMC,NVIDIA,,4156,173.2
AMD FirePro D300,GPU,1/18/2014,28,150,212,2800,850,TSMC,AMD,,2176,136
NVIDIA GeForce 825M,GPU,1/27/2014,28,33,87,1020,850,TSMC,NVIDIA,,722.7,30.11
NVIDIA P104-101,GPU,01/05/2018,16,81.35998108,314,7200,1506,TSMC,NVIDIA,134.6,8617,269.3
NVIDIA GeForce 720A,GPU,07/01/2014,28,33,116,585,775,TSMC,NVIDIA,,180.1,15.01
AMD Radeon R6 M335DX,GPU,12/12/2015,28,81.35998108,56,690,955,TSMC,AMD,,791,49.44
NVIDIA GeForce 705M,GPU,9/27/2013,28,15,116,585,738,TSMC,NVIDIA,,141.7,11.81
NVIDIA GeForce GTX 555 OEM,GPU,5/14/2011,40,150,332,1950,736,TSMC,NVIDIA,,847.9,70.66
ATI FireGL 9600 T2-64S,GPU,10/01/2003,130,81.35998108,76,60,324,TSMC,ATI,,,
AMD Radeon HD 6990M,GPU,07/12/2011,40,100,212,1700,715,TSMC,AMD,,1602,
NVIDIA GeForce 7300 GT Mac Edition,GPU,8/26/2006,90,24,125,177,350,TSMC,NVIDIA,,,
ATI All-In-Wonder 9700 PRO,GPU,1/22/2003,150,81.35998108,215,110,325,TSMC,ATI,,,
NVIDIA GeForce 210 Rev. 2,GPU,10/12/2009,40,31,57,260,520,TSMC,NVIDIA,,39.36,
Matrox Millennium G450 LP,GPU,NaT,180,81.35998108,188.4404446,10,125,UMC,Other,,,
AMD Radeon RX 550,GPU,4/20/2017,14,50,103,2200,1100,GF,AMD,1211,1211,75.71
AMD Radeon HD 8970M,GPU,5/14/2013,28,100,212,2800,850,TSMC,AMD,,2304,144
ATI Mobility Radeon 7500,GPU,12/01/2001,150,27,68,60,280,TSMC,ATI,,,
ATI Radeon DDR VIVO OEM,GPU,8/14/2001,180,81.35998108,115,30,166,TSMC,ATI,,,
AMD Radeon HD 8410G IGP,GPU,5/23/2013,32,35,246,1303,450,TSMC,AMD,,230.4,
AMD Radeon R9 Nano,GPU,8/27/2015,28,175,596,8900,1000,TSMC,AMD,8192,8192,512
NVIDIA GeForce 8800 GS Mac Edition,GPU,1/31/2008,65,105,324,754,500,TSMC,NVIDIA,,160,
AMD Radeon RX 460 1024SP,GPU,1/17/2017,14,75,123,3000,1090,GF,AMD,2458,2458,153.6
NVIDIA GeForce GT 720,GPU,9/29/2014,28,19,87,1020,797,TSMC,NVIDIA,,306,12.75
NVIDIA GeForce 7200 GS,GPU,1/18/2006,90,81.35998108,81,112,450,TSMC,NVIDIA,,,
AMD Radeon RX 6800 XT,GPU,10/28/2020,7,300,520,26800,1825,TSMC,AMD,41470,20740,1296
AMD Radeon HD 7470M,GPU,01/07/2012,40,25,67,370,750,TSMC,AMD,,256,
NVIDIA GeForce GT 620 OEM,GPU,04/02/2012,40,30,79,292,810,TSMC,NVIDIA,,155.5,12.96
ATI Radeon X1300 PRO,GPU,10/01/2005,90,31,100,107,600,TSMC,ATI,,,
NVIDIA GeForce2 MX PCI,GPU,6/28/2000,180,81.35998108,64,20,175,TSMC,NVIDIA,,,
NVIDIA GeForce 7300 SE,GPU,3/22/2006,90,81.35998108,81,112,450,TSMC,NVIDIA,,,
NVIDIA GeForce 6800 GT Dual,GPU,06/08/2004,130,81.35998108,287,222,350,TSMC,NVIDIA,,,
AMD FirePro W2100,GPU,08/12/2014,28,26,77,950,630,TSMC,AMD,,435.2,27.2
NVIDIA Quadro4 750 XGL,GPU,2/19/2002,150,81.35998108,142,63,275,TSMC,NVIDIA,,,
NVIDIA GeForce 6200 SE TurboCache,GPU,12/15/2004,110,81.35998108,110,75,350,TSMC,NVIDIA,,,
AMD Radeon RX 6700 XT,GPU,03/03/2021,7,230,335,17200,2321,TSMC,AMD,26430,13210,825.9
NVIDIA GeForce 9500M GS,GPU,02/01/2008,80,20,169,289,475,TSMC,NVIDIA,,60.8,
